userId,id,previous_test_scores,learning_style,learning_goals,module_objectives,assessment_scores,feedback_comments,feedback_ratings,level_of_difficulty,title,is_paid,num_subscribers,avg_rating,avg_rating_recent,rating,num_reviews,is_wishlisted,tags,completion_percentage
2,2837354,58,auditory,Improve skills,Understand basic concepts,82,Too fast-paced,1,Beginner,Agile BM 101 Introduction to Agile Business Management,True,576,4.33333,4.21695,4.21695,131,False,"agile, bm, 101, introduction, agile, business, management",86.02
3,3242320,88,kinesthetic,Career advancement,Understand basic concepts,66,Too fast-paced,4,Intermediate,Agile Leadership and Resilient Teams,True,479,4.33628,4.38407,4.38407,113,False,"agile, leadership, resilient, teams",255.17
4,1474250,67,auditory,Complete certification,Understand basic concepts,73,Loved the interactive parts,4,Intermediate,BPMN 2.0 Master Guide: Learn Process Modeling from Scratch,True,1204,4.4,4.35003,4.35003,77,False,"bpmn, master, guide, learn, process, modeling, scratch",442.86
5,1041522,53,kinesthetic,Learn new concepts,Understand basic concepts,83,Excellent content,5,Beginner,"Power Of RSI Indicator In Forex,Stocks, Commodities & Crypto",True,263,3.8,3.59978,3.59978,62,False,"power, rsi, indicator, forex, stocks, commodities, crypto",17.86
6,1392240,74,auditory,Complete certification,Understand basic concepts,77,Could use more examples,3,Advanced,Project Communications Management,True,122,3.9,3.94902,3.94902,36,False,"project, communications, management",760.0
7,790288,63,auditory,Learn new concepts,Understand basic concepts,92,Excellent content,1,Advanced,How To Make Your First Dollar By Building A List,True,1500,4.05,3.85149,3.85149,42,False,"dollar, building, list",94.95
8,1862000,99,visual,Career advancement,Understand basic concepts,90,Helpful but needs improvement,4,Beginner,Elite Effective Communication Skills & Confidence at Work,True,479,4.25,4.22774,4.22774,37,False,"elite, effective, communication, skills, confidence, work",4.35
9,1875340,58,visual,Career advancement,Understand basic concepts,88,Great course,2,Beginner,Human Resources Strategy Bootcamp,True,458,4.625,4.65247,4.65247,80,False,"human, resources, strategy, bootcamp",6.85
0,2643050,75,auditory,Complete certification,Understand basic concepts,71,Loved the interactive parts,4,Advanced,Customer Analytics in Python 2020,True,8490,4.61034,4.66495,4.66495,479,False,"customer, analytics, python, 2020",42.55
1,17029,51,auditory,Career advancement,Understand basic concepts,98,Helpful but needs improvement,2,Beginner,Sales and Persuasion Skills for Startups,True,6128,4.33333,4.34487,4.34487,357,False,"sales, persuasion, skills, startups",17.39
2,2109812,69,visual,Improve skills,Understand basic concepts,66,Excellent content,1,Beginner,"Predictive Modeling, Regression and Statistics using Minitab",True,7327,2.05,1.94323,1.94323,40,False,"predictive, modeling, regression, statistics, minitab",215.0
3,762366,77,auditory,Complete certification,Understand basic concepts,83,Loved the interactive parts,4,Intermediate,Positive Thinking Life Coach Certification4 Life Coaching,True,1832,4.55,4.55,4.55,81,False,"positive, thinking, life, coach, certification4, life, coaching",88.37
4,1798244,96,auditory,Career advancement,Understand basic concepts,55,Could use more examples,4,Advanced,Email Etiquette: Improve Your Email Writing Skills for Work,True,2677,4.25,4.24988,4.24988,36,False,"email, etiquette, improve, email, writing, skills, work",8.33
5,322820,56,auditory,Career advancement,Understand basic concepts,95,Great course,1,Advanced,Advance Analytics with Excel - data analysis toolpak/ Solver,True,1488,4.32558,4.29076,4.29076,276,False,"advance, analytics, excel, data, analysis, solver",135.71
6,311834,93,visual,Improve skills,Understand basic concepts,55,Excellent content,4,Beginner,Get Clients: How To Get Coaching Or Consulting Clients,True,1740,4.16667,4.23989,4.23989,128,False,"clients, coaching, consulting, clients",426.67
7,3003488,57,kinesthetic,Learn new concepts,Understand basic concepts,83,Could use more examples,2,Advanced,Affiliate Marketing for Beginners: Make Money Online,True,431,4.27907,4.27194,4.27194,97,False,"affiliate, marketing, beginners, money, online",142.37
8,1560946,96,auditory,Complete certification,Understand basic concepts,50,Helpful but needs improvement,4,Intermediate,ULTIMATE Quick & Dirty Guide to Currency Trading,True,170,4.75,4.74816,4.74816,47,False,"ultimate, quick, dirty, guide, currency, trading",147.37
9,965044,84,kinesthetic,Career advancement,Understand basic concepts,59,Loved the interactive parts,3,Intermediate,Creating a working environment based on RESPECT,True,2032,4.45,4.4991,4.4991,705,False,"creating, working, environment, based, respect",264.29
0,1724290,63,kinesthetic,Career advancement,Understand basic concepts,70,Excellent content,5,Intermediate,A Complete Course on Microstrategy 10.1x BI tool,True,474,2.55,2.58963,2.58963,106,False,"complete, course, microstrategy, bi, tool",146.88
1,483402,66,visual,Complete certification,Understand basic concepts,54,Loved the interactive parts,2,Intermediate,Amazon FBA Made Easy Simple Introduction to Amazon FBA,True,16518,4.25,4.36984,4.36984,120,False,"amazon, fba, easy, simple, introduction, amazon, fba",400.0
2,683506,85,auditory,Learn new concepts,Understand basic concepts,51,Loved the interactive parts,3,Advanced,Man Up: The Ultimate Assertiveness Coaching Programme,True,6614,4.57143,4.53173,4.53173,395,False,"man, ultimate, assertiveness, coaching, programme",69.81
3,1545068,99,kinesthetic,Improve skills,Understand basic concepts,71,Helpful but needs improvement,1,Advanced,"Power BI Masterclass - DAX, Excel And More",True,708,4.3,4.34392,4.34392,96,False,"power, bi, masterclass, dax, excel",445.45
4,621364,89,kinesthetic,Improve skills,Understand basic concepts,97,Helpful but needs improvement,2,Intermediate,"Operations Management: Supply Chains, Products and Services",True,3187,4.35204,4.33551,4.33551,585,False,"operations, management, supply, chains, products, services",200.0
5,59718,53,visual,Learn new concepts,Understand basic concepts,51,Great course,5,Intermediate,How to Succeed in your Security Career,True,2469,4.9,4.8806,4.8806,43,False,"succeed, security, career",114.29
6,3316512,51,visual,Learn new concepts,Understand basic concepts,59,Could use more examples,5,Intermediate,Learn PROVEN STEPS to Make Money on YouTube!,True,13342,3.64754,3.55996,3.55996,62,False,"learn, proven, steps, money, youtube",254.55
7,2177892,55,kinesthetic,Learn new concepts,Understand basic concepts,83,Helpful but needs improvement,1,Intermediate,New Home Construction 7 of 8,True,362,4.6,4.54845,4.54845,39,False,"new, home, construction, 7, 8",84.95
8,1981720,91,kinesthetic,Complete certification,Understand basic concepts,65,Excellent content,1,Beginner,Advanced Financial Accounting with Tally ERP and GST,True,619,4.39474,4.32129,4.32129,111,False,"advanced, financial, accounting, tally, erp, gst",8.11
9,1414644,53,kinesthetic,Learn new concepts,Understand basic concepts,97,Excellent content,2,Intermediate,Cryptocurrency Investment 2018: Invest in Bitcoin & Altcoins,True,703,4.7,4.67365,4.67365,132,False,"cryptocurrency, investment, 2018, invest, bitcoin, altcoins",84.72
0,2066569,78,auditory,Career advancement,Understand basic concepts,88,Excellent content,4,Advanced,Sports Revenue Strategies and Analytics,True,135,3.65,3.65096,3.65096,42,False,"sports, revenue, strategies, analytics",24.39
1,494266,67,visual,Improve skills,Understand basic concepts,71,Excellent content,1,Intermediate,CBPM Course 2: Improving Project Performance - FAST,True,2229,4.3,4.12324,4.12324,51,False,"cbpm, course, 2, improving, project, performance, fast",300.0
2,803664,75,visual,Improve skills,Understand basic concepts,61,Great course,4,Intermediate,How to invest in Gold,True,413,4.7,4.68299,4.68299,49,False,"invest, gold",11.11
3,436674,93,auditory,Complete certification,Understand basic concepts,73,Helpful but needs improvement,3,Advanced,Leadership: Teaching Managers to be Leaders,True,1417,4.24194,4.07824,4.07824,225,False,"leadership, teaching, managers, leaders",86.9
4,1697340,83,kinesthetic,Complete certification,Understand basic concepts,96,Great course,5,Intermediate,Time Slice Windows Analysis (Construction Delays): Primavera,True,501,3.58824,3.51642,3.51642,131,False,"time, slice, windows, analysis, construction, delays, primavera",154.17
5,640964,59,visual,Complete certification,Understand basic concepts,89,Excellent content,4,Advanced,Customer | How to Build Customer Loyalty,True,2346,4.30992,4.2006,4.2006,917,False,"customer, build, customer, loyalty",60.61
6,1003998,85,auditory,Career advancement,Understand basic concepts,87,Helpful but needs improvement,5,Advanced,Product Launch Hacking: Masterclass,True,326,3.65,3.73975,3.73975,36,False,"product, launch, hacking, masterclass",55.32
7,579158,63,visual,Career advancement,Understand basic concepts,59,Loved the interactive parts,4,Beginner,CompTIA Project+ Exam Prep,True,5045,4.38158,4.38788,4.38788,720,False,"comptia, exam, prep",65.91
8,1403080,80,kinesthetic,Complete certification,Understand basic concepts,84,Too fast-paced,3,Advanced,Human Resources (HR) Strategy Development,True,507,3.63043,3.60621,3.60621,149,False,"human, resources, hr, strategy, development",1.72
9,581598,97,auditory,Learn new concepts,Understand basic concepts,98,Too fast-paced,1,Beginner,How To Trade Commodity Futures for a Living,True,804,3.95,4.0003,4.0003,84,False,"trade, commodity, futures, living",44.87
0,685058,64,kinesthetic,Learn new concepts,Understand basic concepts,81,Excellent content,3,Intermediate,Microsoft Project Basics - How to Create Your First Project,True,3349,4.25,4.30477,4.30477,145,False,"microsoft, project, basics, create, project",98.59
1,1570066,57,auditory,Career advancement,Understand basic concepts,56,Loved the interactive parts,1,Beginner,Sales Funnels for Beginners: The Complete Funnel Masterclass,True,4951,4.19444,4.11079,4.11079,186,False,"sales, funnels, beginners, complete, funnel, masterclass",85.51
2,2106418,63,visual,Learn new concepts,Understand basic concepts,70,Excellent content,1,Advanced,GGPLOT2 R Package Master Data Visualization Course,True,2379,2.55,2.65063,2.65063,51,False,"ggplot2, r, package, master, data, visualization, course",116.95
3,455264,72,auditory,Career advancement,Understand basic concepts,69,Helpful but needs improvement,5,Beginner,Leading Effective Meetings: The Complete Leadership Guide,True,464,4.85,4.84243,4.84243,37,False,"leading, effective, meetings, complete, leadership, guide",37.93
4,979616,89,auditory,Improve skills,Understand basic concepts,75,Great course,3,Beginner,"Investing In Stocks For Big Gains, Growth Investing Method",True,476,3.9,3.95781,3.95781,49,False,"investing, stocks, big, gains, growth, investing, method",60.71
5,584410,70,kinesthetic,Improve skills,Understand basic concepts,53,Loved the interactive parts,4,Beginner,The Ultimate Guide to Dividend & Dividend Growth Investing,True,3241,3.96154,4.01859,4.01859,227,False,"ultimate, guide, dividend, dividend, growth, investing",433.33
6,563260,65,kinesthetic,Improve skills,Understand basic concepts,95,Excellent content,3,Advanced,Change Management,True,199,3.85,3.84194,3.84194,37,False,"change, management",27.91
7,75742,94,visual,Improve skills,Understand basic concepts,71,Too fast-paced,5,Beginner,Entrepreneurship and Business Life Coach Certification,True,7861,4.54934,4.5585,4.5585,967,False,"entrepreneurship, business, life, coach, certification",23.53
8,585066,67,visual,Career advancement,Understand basic concepts,64,Excellent content,1,Beginner,Culture | How to Manage Team Conflict,True,4192,4.33175,4.30299,4.30299,1858,False,"culture, manage, team, conflict",120.45
9,1351228,96,kinesthetic,Learn new concepts,Understand basic concepts,89,Excellent content,5,Intermediate,Microsoft Project ADVANCED: Project Management Technics 3PDU,True,3103,4.51538,4.55001,4.55001,369,False,"microsoft, project, advanced, project, management, technics, 3pdu",880.0
0,1706454,73,visual,Complete certification,Understand basic concepts,70,Great course,2,Advanced,How to manufacture products in China,True,375,4.5,4.4685,4.4685,51,False,"manufacture, products, china",87.76
1,1737024,75,kinesthetic,Improve skills,Understand basic concepts,64,Helpful but needs improvement,2,Advanced,Script Writing & Recording Voice Over for Explainer Videos,True,8010,3.9,4.04754,4.04754,322,False,"script, writing, recording, voice, explainer, videos",134.25
2,1419684,74,visual,Complete certification,Understand basic concepts,71,Could use more examples,4,Beginner,Amazon PPC Mastery,True,511,4.2,4.14785,4.14785,86,False,"amazon, ppc, mastery",287.1
3,2647074,94,auditory,Complete certification,Understand basic concepts,77,Could use more examples,5,Intermediate,Modern Farming Techniques,True,138,3.65,3.51929,3.51929,39,False,"modern, farming, techniques",72.46
4,2134134,90,visual,Complete certification,Understand basic concepts,63,Too fast-paced,4,Beginner,Scrum,True,4067,4.46429,4.49993,4.49993,323,False,scrum,39.73
5,2762804,78,kinesthetic,Complete certification,Understand basic concepts,76,Excellent content,4,Advanced,2020 Complete Public Speaking & Presentation Skills Course,True,846,4.0,4.0974,4.0974,52,False,"2020, complete, public, speaking, presentation, skills, course",70.37
6,966890,64,auditory,Learn new concepts,Understand basic concepts,90,Could use more examples,2,Beginner,Fiction for Young Writers (Writing Mastery),True,1126,4.76087,4.77118,4.77118,249,False,"fiction, young, writers, writing, mastery",195.0
7,1400116,94,auditory,Improve skills,Understand basic concepts,89,Too fast-paced,4,Beginner,Digital Flipping 2: Unique Low Cost Beginner Online Business,True,3581,4.5625,4.55386,4.55386,341,False,"digital, flipping, 2, unique, low, cost, beginner, online, business",413.04
8,363308,50,kinesthetic,Improve skills,Understand basic concepts,77,Excellent content,2,Beginner,Communication Skills: Use a Teleprompter Effectively,True,4045,4.27273,4.39913,4.39913,70,False,"communication, skills, use, teleprompter, effectively",81.16
9,746808,74,kinesthetic,Improve skills,Understand basic concepts,75,Great course,1,Intermediate,Win UK (Public) Contracts- PQQ/ SQ and ITT  introduction,True,196,4.25,4.22841,4.22841,42,False,"win, uk, public, sq, itt, introduction",110.26
0,2494940,56,auditory,Career advancement,Understand basic concepts,98,Excellent content,5,Advanced,2 in 1: Complete Excel + Data Analysis Application & Theory,True,3724,4.34078,4.39728,4.39728,556,False,"2, 1, complete, excel, data, analysis, application, theory",113.64
1,409306,58,kinesthetic,Complete certification,Understand basic concepts,51,Loved the interactive parts,4,Beginner,"Fiction Writing - Write, Polish and Publish Your First Novel",True,3279,4.1,4.11573,4.11573,99,False,"fiction, writing, write, polish, publish, novel",24.47
2,1631588,73,auditory,Career advancement,Understand basic concepts,74,Could use more examples,2,Intermediate,10 Shopify Dropshipping Strategies That Make Me 6-Figures,True,5593,4.70732,4.68889,4.68889,1011,False,"10, shopify, dropshipping, strategies, 6, figures",95.65
3,777248,50,kinesthetic,Learn new concepts,Understand basic concepts,52,Excellent content,3,Advanced,Become an Excel Power User in 2.5 Hours,True,2772,4.45833,4.46266,4.46266,1049,False,"excel, power, user, hours",271.43
4,245090,93,visual,Improve skills,Understand basic concepts,57,Could use more examples,4,Intermediate,Small Business Lead Generation,True,18519,4.0,4.00629,4.00629,477,False,"small, business, lead, generation",91.3
5,124920,57,visual,Career advancement,Understand basic concepts,93,Could use more examples,1,Intermediate,eBay Profit Bootcamp: Complete Guide to Become a Powerseller,True,3462,4.15,4.23195,4.23195,53,False,"ebay, profit, bootcamp, complete, guide, powerseller",26.44
6,1474412,73,visual,Learn new concepts,Understand basic concepts,82,Excellent content,1,Advanced,How to Launch a Successful Gym Business,True,1114,4.3,4.29549,4.29549,36,False,"launch, successful, gym, business",128.57
7,1002392,60,kinesthetic,Learn new concepts,Understand basic concepts,91,Helpful but needs improvement,3,Beginner,Freelance Bootcamp - The Comprehensive Guide to Freelancing,True,3192,4.63889,4.53065,4.53065,383,False,"freelance, bootcamp, comprehensive, guide, freelancing",73.24
8,758034,66,visual,Learn new concepts,Understand basic concepts,84,Could use more examples,2,Advanced,Fiverr Gig Success,True,2075,4.65,4.41708,4.41708,42,False,"fiverr, gig, success",615.38
9,1117832,57,visual,Learn new concepts,Understand basic concepts,55,Could use more examples,4,Intermediate,Blog Post Writing Made Simple - Blogging Methods That Work,True,8356,4.05,4.00802,4.00802,165,False,"blog, post, writing, simple, blogging, methods, work",51.02
0,543660,84,kinesthetic,Improve skills,Understand basic concepts,88,Loved the interactive parts,2,Advanced,"Supply Chain: How to make planning (MPS, RCCP, MRP, DRP)",True,2092,4.24265,4.22318,4.22318,396,False,"supply, chain, planning, mps, rccp, mrp, drp",15.69
1,169432,84,visual,Complete certification,Understand basic concepts,72,Excellent content,1,Intermediate,How to Buy Your First Rental House,True,896,4.3,4.35817,4.35817,47,False,"buy, rental, house",86.73
2,1331348,82,visual,Complete certification,Understand basic concepts,74,Too fast-paced,2,Intermediate,Entrepreneur & StartUp MBA: Start A Business In 90 Days,True,9485,4.34375,4.30279,4.30279,183,False,"entrepreneur, startup, mba, start, business, 90, days",3.7
3,2460202,54,auditory,Improve skills,Understand basic concepts,99,Too fast-paced,1,Advanced,Digital Business Analytics - Analítica de Negocios Digitales,True,516,4.15,4.20626,4.20626,48,False,"digital, business, analytics, analítica, de, negocios, digitales",16.33
4,722174,91,visual,Career advancement,Understand basic concepts,92,Excellent content,2,Beginner,Forex Trading MAKE YOUR FIRST TRADE TODAY!,True,3732,4.55,4.56176,4.56176,95,False,"forex, trading, trade, today",35.8
5,1553282,88,kinesthetic,Learn new concepts,Understand basic concepts,68,Loved the interactive parts,3,Intermediate,Multifamily Real Estate Investing for Real Estate Investors,True,1522,4.1,4.11092,4.11092,94,False,"multifamily, real, estate, investing, real, estate, investors",200.0
6,1337472,90,auditory,Career advancement,Understand basic concepts,54,Too fast-paced,5,Intermediate,Change Management: Real World Strategies & Tools,True,5139,4.30983,4.21449,4.21449,1202,False,"change, management, real, world, strategies, tools",21.74
7,418102,77,auditory,Complete certification,Understand basic concepts,60,Great course,3,Advanced,Project Management Success: Learn by Managing 5 Projects,True,872,4.3,4.37715,4.37715,162,False,"project, management, success, learn, managing, 5, projects",209.76
8,1665520,56,kinesthetic,Complete certification,Understand basic concepts,61,Too fast-paced,3,Beginner,Cryptocurrency Secrets: How to Invest in Bitcoin,True,3695,4.05,4.05674,4.05674,47,False,"cryptocurrency, secrets, invest, bitcoin",78.33
9,427636,58,visual,Improve skills,Understand basic concepts,59,Too fast-paced,5,Beginner,Public Speaking: The Top Secrets of the Elite Speakers! ,True,8755,4.0,3.79659,3.79659,44,False,"public, speaking, secrets, elite, speakers",72.34
0,261566,57,visual,Learn new concepts,Understand basic concepts,57,Could use more examples,5,Advanced,Writing Skills: Self-Edit Your Writing Like A Pro!,True,1528,4.5,4.49468,4.49468,65,False,"writing, skills, self, edit, writing, like, pro",203.12
1,1252762,61,auditory,Complete certification,Understand basic concepts,73,Excellent content,4,Intermediate,How To Start & Run Your Very Own Subscription Box Business!,True,558,3.875,3.83874,3.83874,100,False,"start, run, subscription, box, business",76.39
2,1385818,83,auditory,Learn new concepts,Understand basic concepts,77,Too fast-paced,4,Intermediate,Agile Product Strategy – Business Model Canvas,True,362,3.85,3.83119,3.83119,46,False,"agile, product, strategy, business, model, canvas",375.0
3,939206,82,visual,Learn new concepts,Understand basic concepts,90,Loved the interactive parts,3,Beginner,Acumen Presents: Dan Ariely on Changing Customer Behavior,True,4612,4.46429,4.50821,4.50821,1433,False,"acumen, presents, dan, ariely, changing, customer, behavior",126.47
4,1555070,97,auditory,Complete certification,Understand basic concepts,85,Could use more examples,3,Intermediate,"How to Create, Market, and Grow an Inspired Business",True,452,4.15,4.1746,4.1746,51,False,"create, market, grow, inspired, business",284.62
5,2654708,72,visual,Career advancement,Understand basic concepts,86,Too fast-paced,1,Intermediate,ePLAN Electric P8 - The Essentials - For Beginners,True,359,4.70833,4.70389,4.70389,144,False,"eplan, electric, p8, essentials, beginners",40.0
